WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER BEAS - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
1007,"BEAS AT D/S ALAMPUR, H.P.",HIMACHAL PRADESH,10,21,16.7,6.5,8.1,7.4,6,9,8.2,100,429,233,0.3,1.2,0.6,0.69,3.6,2,,,,,,
1008,"BEAS AT D/S DEHRAGOPIPUR, H.P.",HIMACHAL PRADESH,14.5,21,18.3,5.5,9.8,7.9,7.4,8.8,8.3,99,419,252,0.3,6,1.3,0.63,5.6,4,,,,,,
1009,"BEAS AT D/S PONG DAM, H.P.",HIMACHAL PRADESH,14.5,24,18.7,4.5,9.5,7.3,7.5,8.9,8.3,164,278,203,0.2,1.4,0.6,0.4,0.96,1,,,,,,
1693,"BEAS AT TALWARA H/W, PUNJAB",PUNJAB,10,29,20.5,7.2,8,7.6,7,7.3,7.2,29,210,154,0.3,0.4,0.4,1.4,1.5,1,11,120,40,28,500,153
1694,"BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,10,29,19,7.3,7.8,7.5,7.4,7.7,7.6,29,273,188,0.3,1.4,1.1,2.6,3.2,3,110,140,123,350,500,435
1695,"BEAS AT D/S PATHANKOT,PUNJAB",PUNJAB,10,29,19.3,6.8,7.5,7.2,7.1,7.4,7.2,29,258,187,0.4,0.7,0.6,2.8,3.46,3,130,180,148,430,700,523
1010,"BEAS AT MIRTHAL BRIDGE, GURDASPUR, PUNJAB",PUNJAB,9,29,16.4,7.2,10.5,8.5,7.2,8.1,7.6,57,255,139,0.1,0.9,0.4,3.2,3.52,3,33,170,76,79,920,325
1294,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN ,PUNJAB",PUNJAB,10,29,21.5,7,7.5,7.3,7.4,7.5,7.5,255,270,264,1.2,1.8,1.6,3.2,3.29,3,180,700,428,430,1100,773
1011,"BEAS AT G.T.ROAD UNDER BDG. NEAR KAPURTHALA, PUNJAB",PUNJAB,10,29,21,7.3,7.6,7.43,7.1,7.5,7.4,205,254,236,0.2,1,0.7,3.4,4.8,4,110,600,305,350,1100,713
1696,"BEAS AT U/S GOINDWAL, PUNJAB",PUNJAB,10,29,20.8,7.2,7.8,7.5,7,7.4,7.2,212,258,236,0.6,0.9,0.7,3.2,3.3,3,180,700,333,460,1200,775
1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL PUNJAB,PUNJAB,10,29,21.5,7.2,7.7,7.4,7.1,7.4,7.3,221,251,238,0.6,0.9,0.7,3.8,3.93,4,130,500,273,490,1100,673
1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,10,32,21.8,7.2,7.8,7.5,7.2,7.5,7.3,210,264,235,0.4,1.2,0.8,3,3.01,3,100,140,120,300,500,413
2601,BEAS AT D/S MANALI,HIMACHAL PRADESH,1,13,7.5,8.1,9.9,9.2,7.5,8.5,8,63,95,81,0,0.8,0.3,0.128,1.2,1,17,94,56,63,350,189
2602,BEAS AT U/S KULLU,HIMACHAL PRADESH,2,15,9.6,8.1,9.7,9.1,7.1,8.3,7.9,53,111,86,0,0.4,0.2,0.202,1.45,1,31,94,55,94,280,216
2603,BEAS AT D/S PANDOH DAM,HIMACHAL PRADESH,8,21,14.2,7.2,11,9.1,7,8.5,7.8,75,132,102,0,0.7,0.3,0.327,1.2,1,34,280,80,140,1600,343
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER SATLUJ - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION  CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1867,"SATLUJ B/C WITH RIVER SPITI AT KHAB, DISTT.KINNAUR, H.P.",HIMACHAL PRADESH,3,13,8.5,9,10.4,9.7,7.6,8.5,8.1,123,426,238,0.1,0.3,0.1,0.219,1.03,1,11,33,21,22,130,75
2611,SATLUJ AT KHAB,HIMACHAL PRADESH,2.5,13,8.3,9.1,10.6,9.8,7.9,8.8,8.2,125,457,236,0.1,0.2,0.1,0.356,1.3,1,11,46,24,34,140,80
1389,"SATLUJ AT NEPTHA ZAKHAI, H.P",HIMACHAL PRADESH,3.5,17,12.3,8.8,10.2,9.5,7.5,8.9,8.2,75,476,221,0.1,0.5,0.2,0.146,1.45,1,22,46,31,70,180,119
1086,"SATLUJ AT U/S RAMPUR, H.P.",HIMACHAL PRADESH,4,22,14.7,9.2,10.4,9.5,6.7,8.6,7.9,176,485,245,0.1,0.3,0.2,0.173,1.86,1,21,110,50,94,540,213
1087,"SATLUJ AT D/S RAMPUR, H.P.",HIMACHAL PRADESH,4.5,23,15,0.4,10.1,8.6,7.5,8.7,8.1,90,884,260,0.2,0.6,0.3,0.202,1.05,1,23,140,69,130,920,303
1013,"SATLUJ AT U/S TATAPANI, H.P.",HIMACHAL PRADESH,4.5,22,16.1,8.9,9.4,9.2,7.2,8.5,8,128,940,271,0.4,0.8,0.5,0.342,1.55,1,31,79,49,94,350,203
1014,"SATLUJ AT U/S SLAPPER, H.P.",HIMACHAL PRADESH,3,25,13.5,8.6,11.6,9.4,7.9,8.5,8.2,166,314,200,0.2,0.3,0.2,0.322,2.6,1,46,350,87,130,1600,341
1015,"SATLUJ AT D/S SLAPPER, H.P.",HIMACHAL PRADESH,4,20,13.1,8.6,11.7,9.5,7.7,8.7,8.2,146,268,187,0.1,0.3,0.2,0.338,3.2,1,43,280,74,130,1600,300
1016,"SATLUJ AT D/S BHAKHRA, H.P.",HIMACHAL PRADESH,13,20,16.7,6.6,11.8,8.4,7.8,8.7,8.3,195,239,214,0.2,0.9,0.5,0.26,1.2,1,,,,,,
1017,"SATLUJ AT 100M U/S OF HEADWORKS, NANGAL, PUNJAB",PUNJAB,11,25,18.9,7,8.4,7.6,7.1,8.1,7.5,20,465,227,0.4,3,1.3,1,2.06,2,35,400,106,50,900,315
1293,"SATLUJ AT 1 KM. D/S OF ZENITH, PUNJAB",PUNJAB,7,25,19.3,6,7,6.6,6.8,8,7.6,23,482,275,1.8,13,5.3,3,3,5,500,1700,925,1100,3000,2175
1814,"SATLUJ AT D/S KIRATPUR SAHIB, PUNJAB",PUNJAB,13,25,21.3,6.8,8.4,7.5,7.4,7.7,7.5,23,342,230,0.8,2.6,1.4,1.1,2.96,2,50,210,105,110,500,403
1019,"SATLUJ AT U/S HEAD WORKS ROPAR, PUNJAB",PUNJAB,5,24,18,6,7.4,6.8,6.9,7.8,7.4,22,310,220,1.2,2.8,2.1,2.6,3,3,40,1000,388,500,2500,1125
1380,"SATLUJ AT D/S NFL, PUNJAB",PUNJAB,11,26,20.8,6.8,8.6,7.5,7.2,7.9,7.4,24,430,251,1,3,1.9,1.4,3.06,3,110,500,378,500,2500,1200
1690,"SATLUJ AT U/S BUDHA NALLAH (UPPER), PUNJAB",PUNJAB,17,24,20.5,5.8,7.4,6.8,7.2,7.9,7.7,343,386,360,0.5,2,1.2,2.6,3.05,3,50,1100,407,300,2300,1033
1020,"SATLUJ AT 100M D/S BUDHA NALA CONFL., LUDHIANA, PUNJAB",PUNJAB,17,25,21,2,4.6,3.8,6.3,7.9,7.1,466,678,558,0.9,12,5.9,3.4,5.66,5,1100,5000,3700,5000,11000,8000
1021,"SATLUJ AT BOAT BDG. DHARMKOTNAKODAR ROAD, JALANDHAR, PUNJAB",PUNJAB,18,25,21.5,5.4,6.3,5.8,6.5,7.7,7.3,368,480,407,0.6,2.6,1.7,1.6,3.06,3,1100,10000,4700,5000,22000,11000
1381,"SATLUJ AT D/S EAST BASIN, PUNJAB",PUNJAB,16,32,24.8,3.2,5.9,4.7,6.8,7.2,7.1,32,870,528,3.8,8,5.5,3.2,4.66,4,1800,22000,7100,4600,50000,16125
1691,"SATLUJ AT U/S HUSSANIWALA - H/W FEROZEPUR, PUNJAB",PUNJAB,25,25,25,6.9,7.6,7.2,6.7,8,7.3,182,332,267,0.5,2.4,1.7,2.6,3.2,3,40,50,47,300,500,400
1692,"SATLUJ AT D/S HUSSANIWALA-H/W FEROZEPUR, PUNJAB",PUNJAB,20,25,22.5,7,7.8,7.2,6.8,7.9,7.3,184,353,276,0.7,2.6,1.9,2.6,4.56,3,50,100,67,400,500,433
1022,"SATLUJ AT BRIDGE HARIKE, AMRITSAR, PUNJAB",PUNJAB,26,32,28.7,5.2,6.8,6,7.1,7.9,7.4,32,370,254,2,3.4,2.7,2.8,5.02,4,130,1100,595,700,2300,1400
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
" WATER QUALITY OF TRIBUTARY STREAMS RAVI, PARVATI, LARGI, SIRSA, SWAN, SIUEL, SUKETIKHAD, BINWA, NEUGAL,SPITI & BASPA IN HIMACHAL PRADESH AND PUNJAB - 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1088,"RAVI AT U/S MADHOPUR, H.P.",HIMACHAL PRADESH,10,21,16.4,6.8,9.2,8.1,7.5,8.6,8.2,129,213,168,0.2,2.5,0.7,0.5,2.03,2,,,,,,
1089,"RAVI AT U/S CHAMBA, H.P.",HIMACHAL PRADESH,6.5,16,11.3,7.5,9.6,8.8,7.1,8.7,8.1,95,479,177,0.2,4,0.8,1,2.45,2.05,,,,,,
2614,RAVI AT AT CHAMERA RESERVOIR,HIMACHAL PRADESH,7.5,23,16.4,6.8,9.5,8.1,7.1,8.8,8,129,215,170,0,0.9,0.4,0.41,0.99,1,,,,,,
2615,RAVI AT AT D/S CHAMERA III HEP,HIMACHAL PRADESH,4.9,17,10.7,7.5,9.8,8.7,6.9,8.9,8.1,89,211,165,0.2,1.2,0.5,0.29,1.06,1,,,,,,
2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,6.2,17,11.6,7.6,9.8,8.8,7.4,8.5,8,118,233,171,0.2,1,0.5,0.41,1.42,1.04,,,,,,
1097,"RAVI AT U/S OF MADHOPUR HEADWORKS,GURDASPUR,PUNJAB",PUNJAB,10,29,20.3,7.4,8,7.8,7,7.5,7.2,178,215,197,0.2,0.3,0.2,1.8,2.05,2,9,94,51,43,310,158
1290,"PARVATI BEFORE CONF. TO RIVER BEAS, H.P.",HIMACHAL PRADESH,1,16,9.2,8.3,9.8,9.3,6.9,8.3,7.9,33,83,65,0.2,0.5,0.3,0.218,1.02,1,23,110,61,140,350,244
2605,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,1,12,5.8,7.9,9.6,9.1,6.8,8.9,7.7,28,178,77,0,0.2,0.1,0.225,1.08,1,5,49,25,17,140,77
2606,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,1,13,6.2,7.8,9.6,9,7.3,8.8,7.9,33,93,68,0,0.2,0.1,0.229,1.43,1.09,11,110,34,21,240,113
1090,"LARGI AT D/S, H.P.",HIMACHAL PRADESH,2,16,9.6,8.2,10.2,9,6.7,8.4,7.9,40,100,73,0.1,0.2,0.1,0.321,1.99,1,22,94,48,94,220,156
1551,"SIRSA AT U/S SITOMAJRI NALLAHGARH, H.P",HIMACHAL PRADESH,7.9,7.9,7.9,7.3,8.4,7.9,6.3,8.3,7.6,234,449,351,0.1,12,4.3,4.14,6.23,5.16,6,26,17,13,540,106
1552,"SIRSA AT D/S NALAGARH BRIDGE, H.P",HIMACHAL PRADESH,5.5,5.5,5.5,5.4,7.3,6,7.1,8.3,7.9,223,741,489,0.3,18,5.1,7.12,8.02,8,4,76,21,16,250,61
1868,"SIRSA AT D/S NALAGARH DISTT. SOLAN, H.P.",HIMACHAL PRADESH,8.5,8.5,8.5,5.1,8.2,6.3,7.1,8,7.4,289,892,552,0.3,10,4,7.87,8.22,8,8,48,22,22,112,54
1869,"SWAN AT D/S NANGAL DISTT. UNA, H.P.",HIMACHAL PRADESH,14.5,23,18.7,5.8,10.8,7.1,7.1,8.8,8.1,324,598,498,0.7,24,7.3,0.3,4.56,3,,,,,,
2616,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,7,21,13.2,6.1,9.7,8.6,7.1,8.8,8,105,233,168,0.2,5.5,0.9,0.75,1.05,1,,,,,,
2607,SUKETI KHAD  AT D/S MANDI,HIMACHAL PRADESH,10,27,18.9,7.1,12.9,8.9,7.9,8.9,8.4,172,355,244,0,1.6,0.7,0.828,1.8,1.37,34,1600,679,240,2400,1071
2608,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,12,20,15.9,6.5,9,7.7,7.4,8.6,8,49,394,135,0.2,1,0.5,1.17,2.26,2,,,,,,
2609,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,11,22,17.1,6,9.8,7.3,7.4,8.8,8.2,69,283,132,0.2,2,0.7,0.87,1.56,1,,,,,,
2610,SPITI AT KHAB,HIMACHAL PRADESH,2,12,8.1,9.2,10.8,9.8,7.8,8.7,8.2,68,481,232,0.1,0.1,0.1,0.342,1.23,1,8,26,17,17,110,56
2612,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,2,14,9.3,8.6,9.7,9.3,7.5,8.5,8.1,66,379,143,0.1,0.3,0.1,0.235,1.45,1,11,63,25,21,170,76
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"WATER QUALITY OF TRIBUTARY STREAMS CHUNT KOL, GAWKADAL, JHELUM, BANGANGA, BASANTER, CHENAB, DEVAK, LIDDER, SINDH, TAWI & UJH IN JAMMU & KASHMIR - 2013",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1307,"CHUNT KOL * (MAULANA AZAD BRIDGE), J&K",JAMMU & KASHMIR,4,6,5,3.1,3.8,3.5,7.2,7.4,7.3,462,469,466,,,,0.72,1.03,1,,,,,,
1306,"GAWKADAL, SRG *(SHERGHARI, SRG),J&K",JAMMU & KASHMIR,2,4,3,7.7,7.8,7.8,7.5,7.6,7.6,232,500,366,,,,1.59,2.08,2,,,,,,
1304,"JHELAM AT ANANTNAG D/S, J&K",JAMMU & KASHMIR,2,7,4.5,7.6,7.9,7.8,7.5,7.9,7.7,299,425,362,,,,0.38,0.45,0.42,,,,,,
3274,JHELUM AT AWANTIPORA,JAMMU & KASHMIR,1,4,2.5,8.4,9,8.7,7.8,7.9,7.8,244,379,312,,,,0.72,1.05,1,,,,,,
3275,JHELUM AT PAMPORE,JAMMU & KASHMIR,1,6,3.5,7.9,8,8,7.8,7.9,7.8,249,381,315,,,,0.51,1.56,1,,,,,,
2755,"BANGANGA (BATHING GHAT),KATRA,J&K",JAMMU & KASHMIR,10,24,16.5,6.2,8.4,7.6,7.4,8.2,7.7,290,540,394,2,9,4.1,0.03,1.48,1,,,,,,
2756,"BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE)KATRA,J&K",JAMMU & KASHMIR,11,26,17,5.5,9,7,7.7,8.1,7.9,108,658,375,2.6,19,7.2,0.26,1.59,1,,,,,,
2752,"BASANTER AT SAMBA (BELOW NH-1A BRIDGE), BASANTAR US (R.H.S),J&K",JAMMU & KASHMIR,16,27,20.7,7.6,9.3,8.6,7.8,8.5,8.1,272,300,284,1.2,3,2.1,0.064,0.09,0,,,,,,
2753,"BASANTER AT SAMBA (AT CHAK MANGA GUJJAR BASANTAR) D/S(R.H.S.), J&K",JAMMU & KASHMIR,16,27,20.7,6.4,7.8,7.1,6.8,7.8,7.3,260,330,303,2.4,6,4.2,0.51,1.23,1,,,,,,
2748,"CHENAB AT L.H.S.(BELOW BRIDGE CHENAB),J&K",JAMMU & KASHMIR,9,18,13.8,7.4,10.5,8.8,7.2,7.8,7.5,120,260,197,0,1,0.5,0.011,0.03,0,,,,,,
2749,"CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM U/S FROM SPOT),J&K",JAMMU & KASHMIR,9,18,13.8,7.5,9.5,8.6,7.1,7.8,7.4,122,251,192,0,1.2,0.6,0.06,1.09,1,,,,,,
2750,"CHENAB AT CHADRA GAON VIEW POINT(4 KM U/S FROM SPOT),J&K",JAMMU & KASHMIR,9,18,11.8,7.5,9.5,8.6,7,7.8,7.3,124,254,192,0,0,0,0.02,0.06,0,,,,,,
2751,"CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S FROM SPOT,J&K",JAMMU & KASHMIR,9,18,13.3,6.8,8.6,7.7,7.2,8.2,7.5,126,265,202,1.8,5,3.7,0.041,0.06,0.05,,,,,,
2754,"DEVAK UDHAMPUR(NEAR SHIV MANDIRD/S)L.H.S.,J&K",JAMMU & KASHMIR,16,31,22.3,2.6,6.5,4.9,6.6,7.5,7.2,410,594,487,22,37,28.8,0.212,1.23,1,,,,,,
2757,"DEVAK AT UTTERBEHNI,J&K",JAMMU & KASHMIR,14,25,18.8,5.4,6.7,6,6.9,7.9,7.4,252,422,341,3.6,5.3,4.5,0.002,1.22,1,,,,,,
2742,"TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE),J&K",JAMMU & KASHMIR,12,26,19.8,7.6,9.8,8.2,7.3,8.5,7.9,135,264,224,1.3,1.3,1.3,0.026,0.05,0.03,,,,,,
2743,"TAWI AT BAGH-E-BAHU LIFTING POINT(1 KM U/S TAWI BRIDGE),J&K",JAMMU & KASHMIR,12,26,19.8,7.8,9.7,8.5,7.5,8.4,7.8,142,256,221,1.8,2.1,1.9,0.044,0.06,0.05,,,,,,
2744,"TAWI AT BELOW TAWI BRIDGE,J&K",JAMMU & KASHMIR,14,26,20.5,5.5,8.5,7.3,7.7,8.7,8.2,120,292,235,2.5,8,5.3,0.055,1.06,1,,,,,,
2746,"TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE),J&K",JAMMU & KASHMIR,14,14,14,8.4,8.4,8.4,8,8,8,266,266,266,2.2,2.2,2.2,0.04,0.06,0.05,,,,,,
2747,"TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE NEAR CHATHA MSW DUMPING SITE,J&K",JAMMU & KASHMIR,14,14,14,8.4,8.4,8.4,7.9,7.9,7.9,280,280,280,2.1,2.1,2.1,0.03,0.07,0.04,,,,,,
2758,"UJH AT DAM SITE(L.H.S.), KATHUA,J&K",JAMMU & KASHMIR,13,26,20.3,8.2,10,9.2,7.5,8.2,7.9,230,273,246,0,0,0,0.01,0.03,0.02,,,,,,
WATER QUALITY DATA 2013 | CPCB ENVIS ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WATER QUALITY OF RIVER GANGA - 2013,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
STATION CODE,LOCATIONS,STATE,TEMPERATURE ºC,D.O. (mg/l),pH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATE- N+ NITRITE-N (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml),,,,,,,,,,,,,,,,
Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,Min,Max,Mean,,,
WATER QUALITY CRITERIA,,,> 4 mg/l,6.5-8.5,,< 3 mg/l,,< 2500 MPN/100ml,< 5000 MPN/100ml,,,,,,,,,,,,,,,,,
1491,"BHAGIRATHI AT GANGOTRI, UTTAR PRADESH",UTTARAKHAND,3.3,7,5.2,8.3,8.8,8.6,8.4,8.5,8.5,126,126,126,,,,0,0,0,220,220,220,220,220,220
1484,"ALKANANDA B/C MANDAKINI AT RUDRA PRAYAG, UTTAR PRADESH",UTTARAKHAND,11.3,19,15.4,7.4,10.6,8.7,7.4,8.4,8.1,124,124,124,0.2,1,0.7,0,0,0,790,790,790,1700,1700,1700
1486,"ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG, UTTAR PRADESH",UTTARAKHAND,11.3,19,16,7.6,10,8.6,7.5,8.7,8.1,183,183,183,0.8,2,1.4,0,0,0,78,78,78,230,230,230
1488,"BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG, U.P",UTTARAKHAND,14,20,17.1,7.4,11.2,9,7.8,8.6,8.2,170,170,170,0.4,1.8,1.2,0,0,0,40,40,40,140,140,140
1489,"ALKANANDA A/C WITH BHAGIRATHI AT DEVPRAYAG, UTTAR PRADESH",UTTARAKHAND,13.2,20,16.8,7.6,10,8.6,7.9,8.5,8.3,151,151,151,1.2,2,1.6,0,0,0,45,45,45,330,330,330
1060,"GANGA AT RISHIKESH U/S, U.P",UTTARAKHAND,10.6,21,16.8,7.4,9.2,8.6,7.3,8.2,7.9,,,,0.8,2.4,1.5,0,0,0,,,,14,110,32
2725,GANGA RIVER AFTER CONFLUENCE OF RIVER SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,UTTARAKHAND,13,24,20,5.4,8,6.7,7.4,8.2,7.9,,,,2,13,5.5,0,0,0,,,,300,1600,1283
1061,"GANGA AT HARIDWAR D/S, U.P",UTTARAKHAND,19,19,19,5.6,7.8,6.5,7.5,8.3,7.8,,,,2.2,7.8,5.2,0,0,0,,,,500,1600,1245
2727,UPPER GANGA RIVER D/S ROORKEE,UTTARAKHAND,15,15,15,7.2,8.8,7.9,7.8,8.3,8.1,,,,1.2,3,2.5,0,0,0,,,,110,500,235
1062,"GANGA AT GARHMUKTESHWAR, U.P",UTTAR PRADESH,15,27,21.9,7,11.2,9,6.8,7.8,7.4,190,480,273,2.2,5.2,2.9,0.4,1.23,1,550,1400,767,920,2400,1402
2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,,,,,,,7,7.5,7.4,171,330,241,1.1,3.6,2.6,0,0,0,,,,,,
2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,,,,,,,7,7.5,7.4,170,320,243,1.2,3.4,2.5,0,0,0,,,,,,
1145,"GANGA AT NARORA (BULANDSAHAR), U.P.",UTTAR PRADESH,,,,,,,7,7.5,7.4,174,310,243,1.2,3.4,2.4,0,0,0,,,,,,
2490,"GANGA AT KACHHLA GHAT, ALIGARH",UTTAR PRADESH,,,,,,,7.4,7.5,7.5,150,340,257,1.8,3.2,2.4,0,0,0,,,,,,
1063,"GANGA AT KANNAUJ U/S (RAJGHAT), U.P",UTTAR PRADESH,12,33,25.8,6.5,9.9,8.2,7.4,9.3,8,21,180,45,3,5.4,4,0.18,3.6,3,700,2100,1210,2000,6400,4075
